"ft_barack_obama_pre","ft_barack_obama_post","ft_mitt_romney_pre","ft_mitt_romney_post","ft_joe_biden_pre","ft_joe_biden_post","ft_paul_ryan_pre","ft_paul_ryan_post","ft_gay"
65,75,20,25,75,75,1,15,60
0,0,70,80,0,0,50,40,5
100,100,0,0,85,100,0,0,60
60,50,85,85,50,30,85,70,80
80,75,5,30,80,70,25,50,70
100,100,0,0,100,100,0,0,0
0,0,100,100,0,30,85,100,15
15,15,90,95,40,30,85,85,50
85,90,0,5,85,80,0,5,55
0,15,70,70,10,10,85,95,10
0,0,85,80,0,0,70,70,70
100,90,0,0,100,80,0,0,80
0,0,85,70,15,15,30,90,50
0,0,70,85,15,0,85,90,0
70,70,15,15,70,60,50,50,50
85,95,15,20,70,80,0,0,65
100,100,0,0,100,100,0,NA,100
40,30,50,50,30,15,30,30,50
85,90,15,15,70,85,15,0,50
30,65,60,15,70,65,15,15,35
60,NA,70,NA,40,NA,85,NA,NA
40,60,60,70,30,40,50,60,60
20,NA,50,NA,15,NA,68,NA,NA
85,95,40,47,85,95,50,47,80
100,100,60,100,60,100,60,10,100
0,0,60,60,0,35,60,30,50
0,0,90,85,0,0,70,60,15
100,85,15,15,100,85,0,0,100
75,75,40,45,70,65,30,43,50
50,50,60,80,85,70,50,NA,30
70,85,40,50,70,85,40,50,50
100,100,0,0,70,85,0,0,70
85,85,20,10,90,90,15,5,50
0,0,100,100,0,0,85,85,50
85,85,40,40,70,70,50,40,50
85,90,30,40,70,60,15,30,40
0,0,95,85,15,15,95,95,85
100,100,40,50,100,100,30,70,50
85,100,30,50,85,100,40,50,60
100,100,0,30,85,100,0,0,50
40,30,30,0,50,30,60,0,50
10,15,60,46,15,10,70,85,35
10,0,80,40,5,0,90,85,50
0,0,85,85,11,0,100,90,0
0,0,100,95,0,0,95,100,85
85,70,30,40,60,50,30,40,50
60,70,25,50,70,50,25,55,40
0,0,60,60,0,0,85,50,30
NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,40,40,15,30,0,30,50
98,99,0,5,97,95,0,0,15
15,15,95,100,15,0,90,90,70
80,70,30,0,70,80,30,30,70
0,0,100,100,0,0,85,80,15
0,50,80,60,0,50,100,60,50
70,70,15,15,85,60,0,0,70
85,100,40,40,85,70,50,0,50
10,10,90,90,1,25,70,80,3
0,15,100,100,0,15,85,85,0
30,40,60,85,15,30,50,40,70
15,NA,70,NA,0,NA,85,NA,NA
0,0,100,85,15,5,100,100,50
0,NA,85,NA,15,NA,70,NA,NA
85,85,15,0,100,85,0,0,85
50,35,40,30,40,30,30,25,0
15,15,60,40,15,30,60,55,30
60,60,40,50,60,80,60,70,85
0,0,85,70,0,0,85,70,40
85,85,40,30,80,75,30,40,0
0,30,70,50,50,50,50,50,50
0,NA,85,NA,0,NA,85,NA,NA
20,15,65,85,10,2,85,95,10
75,75,65,60,65,60,40,50,80
100,100,0,30,100,100,0,30,15
15,40,85,100,15,50,60,100,50
100,100,0,30,100,100,0,40,70
85,85,40,15,85,85,40,30,60
70,85,40,15,50,50,50,30,80
100,100,0,0,85,85,15,0,90
100,100,30,40,100,100,30,40,100
22,46,62,44,11,2,11,2,100
15,30,70,85,0,0,85,85,50
100,100,0,0,100,100,0,0,50
90,85,50,50,90,80,65,40,70
60,75,70,80,80,70,60,77,49
60,91,40,0,60,85,30,35,51
0,0,85,85,0,0,100,85,50
1,6,75,75,3,20,90,80,50
15,40,50,70,0,36,50,50,49
100,90,15,15,85,80,50,50,80
100,70,0,0,100,95,50,0,85
0,0,85,85,0,40,70,85,15
15,5,90,85,30,20,90,95,50
80,70,20,28,65,68,15,15,50
100,85,50,15,100,85,50,15,100
95,85,0,1,100,99,1,0,85
15,0,70,60,50,15,60,60,60
40,40,0,5,30,20,0,12,0
50,70,100,100,50,70,70,40,100
73,45,66,65,88,88,70,66,88
40,50,60,60,40,50,50,50,70
20,0,95,97,10,0,95,97,90
85,85,15,15,85,85,15,0,85
85,100,0,30,60,70,30,40,60
15,15,85,85,15,15,85,85,50
45,40,55,65,35,50,55,60,50
95,98,10,15,80,80,2,15,55
30,0,85,70,15,0,85,70,40
40,60,15,5,60,85,0,0,50
30,15,70,85,15,10,85,85,50
25,5,85,85,15,0,90,100,50
40,30,75,70,80,85,35,30,15
50,50,50,50,0,50,0,50,85
50,40,60,60,0,0,70,100,70
90,88,10,1,88,84,25,22,85
85,85,15,15,100,100,0,70,60
0,NA,70,NA,0,NA,50,NA,NA
85,100,15,0,85,100,0,0,100
0,NA,70,NA,0,NA,90,NA,NA
75,90,10,20,40,70,30,10,90
40,39,60,70,0,0,80,100,50
85,85,30,40,80,75,15,25,75
100,100,0,0,70,70,0,0,50
40,30,100,100,40,60,85,85,30
10,0,90,90,10,10,95,95,30
65,NA,50,NA,55,NA,50,NA,NA
0,25,70,85,0,15,85,85,50
15,0,70,70,15,15,85,60,70
0,60,85,85,0,0,85,70,0
85,85,30,15,70,70,0,40,85
71,83,13,39,50,49,50,49,49
100,100,15,15,85,85,30,15,70
0,0,100,100,0,0,100,70,50
0,15,85,85,0,0,70,85,85
0,0,100,100,0,50,100,100,85
0,0,100,100,0,5,95,90,15
85,100,30,40,85,100,15,40,50
0,0,70,100,50,50,50,50,50
0,0,70,60,0,0,60,70,30
69,77,15,30,50,92,0,3,100
60,70,30,15,50,60,0,0,70
85,85,30,25,85,75,15,40,55
85,70,0,0,70,75,0,0,75
85,90,30,30,85,80,40,40,0
85,75,15,15,90,90,0,0,50
50,NA,50,NA,50,NA,50,NA,NA
85,90,30,20,70,75,30,50,50
90,70,40,50,80,80,50,50,70
100,100,0,0,85,100,0,0,85
100,85,15,15,85,85,0,0,85
80,85,0,0,60,80,0,0,55
85,NA,0,NA,50,NA,50,NA,NA
0,0,60,60,15,15,70,70,0
15,15,40,20,30,3,30,30,40
0,0,0,0,0,0,0,0,50
70,85,15,15,70,85,0,5,50
50,60,0,0,0,50,0,0,70
70,70,0,0,50,75,0,0,75
85,85,30,15,90,90,15,30,45
85,85,15,0,85,85,0,0,85
40,35,40,45,30,35,30,50,50
94,90,10,10,50,90,5,10,60
0,0,100,83,0,0,100,90,50
30,30,85,85,15,0,85,85,50
100,100,50,40,100,100,30,30,85
100,100,50,40,100,100,60,50,85
100,100,0,0,100,80,0,0,50
70,75,40,60,50,70,30,40,60
0,10,35,15,0,0,30,15,5
15,15,85,70,15,15,85,100,50
30,15,85,85,15,15,100,85,50
100,100,15,40,30,65,85,85,70
15,10,100,90,30,0,95,50,70
35,30,35,35,40,40,30,30,50
70,60,40,25,70,60,30,20,50
60,90,0,10,50,80,0,10,50
90,85,30,40,80,85,50,40,NA
85,85,30,45,85,78,40,30,50
70,75,0,30,60,55,50,55,50
60,70,50,71,30,15,70,85,50
0,0,70,40,0,0,90,80,0
85,90,0,10,70,85,0,0,50
90,90,50,50,60,50,40,40,75
25,50,75,80,15,15,85,80,40
0,0,70,70,0,0,40,70,85
15,70,85,80,50,70,70,70,15
0,15,100,100,0,0,50,50,0
30,50,85,85,0,0,85,70,50
47,69,47,70,16,78,40,8,0
65,70,40,40,60,70,15,40,50
85,85,15,50,60,85,15,60,85
60,86,50,70,50,80,50,60,50
100,97,15,30,85,90,15,20,40
0,NA,100,NA,0,NA,100,NA,NA
0,0,85,85,0,10,85,90,45
0,0,100,50,0,0,100,0,0
100,90,0,20,85,80,15,50,0
0,0,70,85,0,0,60,85,50
0,0,100,85,5,55,65,70,0
80,80,20,15,65,65,10,0,85
40,40,60,40,15,15,40,60,85
15,15,75,85,20,15,70,70,15
15,NA,85,NA,0,NA,70,NA,NA
0,30,100,100,30,40,85,50,50
82,NA,5,NA,76,NA,5,NA,NA
20,20,80,85,5,10,95,90,40
100,100,15,0,100,100,0,0,70
0,50,0,25,0,45,0,15,50
0,0,100,100,0,0,100,100,0
70,70,40,50,50,50,30,50,20
70,85,35,40,65,45,70,55,80
0,30,85,85,0,0,85,85,0
0,0,70,70,0,0,85,90,0
100,100,15,0,100,85,50,0,0
75,75,10,20,80,70,10,15,80
0,10,40,55,0,5,60,50,50
80,85,10,0,50,50,5,30,80
40,40,50,60,30,60,0,40,50
70,70,0,10,85,65,0,0,70
100,100,40,50,85,95,40,NA,50
60,70,50,40,30,60,40,50,0
0,0,100,100,0,0,85,85,0
100,NA,40,NA,100,NA,40,NA,NA
15,40,100,85,15,50,85,70,30
70,70,30,30,60,60,15,30,50
50,40,50,60,50,40,50,NA,30
85,NA,0,NA,60,NA,0,NA,NA
15,10,85,60,5,5,70,65,0
40,NA,40,NA,50,NA,70,NA,NA
0,10,100,90,0,0,100,100,50
15,0,85,70,30,0,85,70,15
0,0,70,75,0,0,75,95,50
85,75,60,70,70,75,50,40,65
60,52,40,16,60,65,30,25,70
100,100,0,0,100,100,0,0,0
100,100,0,30,100,90,60,60,55
0,10,85,85,0,0,70,85,50
87,98,17,35,61,85,50,0,95
75,70,50,30,60,50,40,15,50
84,87,15,5,82,85,12,3,50
70,60,60,50,60,60,70,50,50
85,85,30,25,85,85,30,25,50
100,100,0,0,90,92,0,0,50
75,80,40,30,75,50,30,0,1
15,10,85,90,30,50,70,65,15
85,90,10,5,70,80,0,5,90
0,NA,70,NA,NA,NA,NA,NA,NA
100,100,30,30,100,100,0,15,80
30,15,85,85,70,60,70,85,50
30,30,70,70,15,15,60,60,50
100,100,0,100,100,100,0,100,0
95,100,0,5,95,100,0,0,85
30,40,60,60,15,15,70,70,15
35,5,85,65,65,60,90,80,85
5,15,70,30,15,40,85,70,65
60,60,0,0,60,70,0,0,30
30,30,85,75,0,25,70,60,70
80,75,0,0,70,70,60,70,85
85,100,30,30,60,85,15,0,100
100,100,0,0,100,100,0,0,0
95,98,30,25,85,85,40,30,60
70,85,15,30,60,85,40,15,85
60,75,80,85,50,50,65,65,30
90,95,20,20,70,75,40,60,50
70,75,40,30,72,70,45,40,80
100,100,0,0,100,50,0,30,50
15,0,60,85,60,15,70,85,15
15,15,75,70,0,0,80,70,40
15,30,85,85,50,60,85,70,50
100,100,30,50,85,100,50,0,85
0,0,70,60,0,0,80,80,50
40,45,20,50,30,40,20,35,50
35,15,65,65,15,0,55,55,0
0,0,70,60,0,0,60,15,50
100,100,50,0,85,90,0,0,0
85,NA,30,NA,60,NA,15,NA,NA
70,100,15,15,70,100,0,0,100
85,75,30,25,60,60,25,25,75
40,60,70,40,70,70,60,50,80
90,85,35,15,55,70,0,0,75
50,60,50,0,50,NA,50,NA,100
0,0,30,30,50,40,50,50,0
85,85,60,40,70,85,40,50,100
30,30,20,25,50,50,20,30,70
90,100,0,0,90,100,0,0,50
0,0,100,100,0,0,90,60,0
5,2,95,90,15,5,90,50,0
0,30,70,60,0,30,60,50,50
80,75,60,50,80,75,30,50,50
100,100,40,40,100,100,40,40,85
90,85,40,15,70,75,20,0,75
0,0,85,70,0,0,85,80,40
85,86,30,30,60,67,40,40,50
5,10,85,80,20,25,50,65,95
85,70,30,40,85,70,15,30,60
15,30,85,85,0,40,70,70,60
15,10,60,70,15,30,50,85,40
15,0,75,85,10,15,75,75,0
60,100,30,15,15,60,50,50,0
100,NA,0,NA,100,NA,0,NA,NA
0,50,60,50,50,50,50,50,0
60,NA,100,NA,60,NA,100,NA,NA
75,70,35,40,35,55,60,60,80
50,60,0,0,45,50,70,60,0
30,45,75,60,15,40,70,75,50
0,15,80,60,0,0,100,60,15
70,80,0,0,40,60,50,50,100
15,30,85,75,30,30,85,75,50
85,100,15,15,70,85,0,0,100
2,3,90,85,0,0,85,95,2
85,85,0,15,70,70,15,15,50
70,70,50,40,60,60,30,30,70
50,50,50,85,50,50,50,85,40
10,0,70,75,10,5,65,55,50
70,70,30,30,60,60,15,15,50
0,0,70,50,15,0,85,60,0
85,85,40,50,50,70,50,50,60
30,30,70,100,30,30,70,100,0
100,90,15,15,85,85,15,15,40
1,50,85,70,1,40,85,70,85
100,100,40,60,100,100,40,50,85
15,0,70,85,0,0,85,100,50
0,0,85,70,15,15,85,50,40
30,0,70,60,15,0,85,85,50
0,1,100,95,30,45,100,95,60
0,30,50,60,0,0,30,70,50
0,15,100,100,0,0,100,100,0
0,10,60,85,15,0,60,75,40
85,85,0,0,75,76,0,0,50
80,80,30,15,30,40,30,40,85
15,25,60,60,0,10,50,80,80
50,50,85,85,40,60,85,60,85
75,75,65,60,60,70,20,10,50
30,30,90,85,0,0,90,50,40
85,100,0,0,85,100,0,0,50
100,95,30,40,100,95,30,55,50
90,90,80,85,85,85,80,80,85
0,0,85,85,0,0,100,85,50
0,50,40,50,0,50,60,70,70
50,40,50,60,15,15,40,50,40
70,70,15,40,50,60,0,30,50
75,70,30,15,60,70,15,0,50
30,40,75,85,15,35,70,50,30
15,0,85,70,30,60,50,85,15
50,50,50,51,40,25,40,25,40
90,90,50,40,85,85,40,30,78
100,NA,0,NA,100,NA,0,NA,NA
90,95,35,30,85,90,15,15,90
50,33,60,44,0,66,35,44,55
0,0,70,70,0,0,80,85,50
100,100,0,15,100,100,0,15,70
30,NA,0,NA,50,NA,40,NA,NA
85,90,15,30,70,80,0,30,60
100,100,60,60,85,100,30,60,60
30,30,60,30,30,30,70,70,15
100,85,40,0,100,70,40,15,0
15,15,70,60,0,40,70,60,50
15,0,60,50,30,15,70,60,50
40,40,70,70,50,15,30,15,70
15,5,60,60,50,20,50,40,15
5,1,80,80,1,5,95,95,10
70,70,40,40,50,40,40,50,40
100,100,40,30,100,100,40,15,50
15,30,60,50,0,25,30,25,50
100,100,0,0,95,100,5,50,99
0,0,70,70,0,0,95,85,0
40,40,70,85,15,15,70,70,0
5,3,57,68,8,3,51,50,45
90,90,0,0,80,90,0,0,70
100,100,0,0,80,100,0,0,0
95,90,10,15,95,85,5,25,50
65,75,10,25,50,60,30,30,85
40,40,60,60,50,30,60,60,50
0,0,60,90,0,15,60,90,0
100,100,40,15,85,85,40,15,50
30,0,70,70,0,0,60,60,0
60,70,50,60,60,70,50,60,50
85,85,15,15,70,85,30,15,40
30,30,70,70,15,15,60,60,60
65,65,50,50,75,85,60,40,75
60,60,15,15,70,70,0,0,50
0,0,50,85,0,0,50,95,50
90,95,60,60,90,95,70,70,75
0,5,100,90,15,3,85,70,50
100,100,0,15,100,100,0,15,70
70,60,15,30,60,60,50,60,40
95,90,20,30,95,90,10,10,75
100,100,50,30,50,50,50,50,50
15,0,85,100,0,50,85,100,30
90,95,10,25,85,95,5,0,65
85,89,40,52,70,70,15,25,74
100,100,0,0,100,100,0,0,100
50,55,30,35,50,50,20,50,1
0,30,75,70,0,0,87,60,50
70,70,0,0,50,60,30,0,60
15,10,85,90,0,15,85,75,0
100,60,30,40,70,60,50,50,30
50,0,45,50,50,0,50,50,0
60,60,40,30,50,50,30,50,50
30,35,85,75,40,40,70,60,70
15,15,85,90,40,40,70,70,70
30,50,70,80,0,0,70,60,0
0,15,65,65,0,0,79,89,59
90,90,0,0,80,70,0,0,60
100,100,0,0,85,0,0,0,0
10,10,75,70,5,50,40,50,0
40,45,55,55,40,40,65,60,50
100,100,30,30,85,85,60,70,0
70,70,40,50,50,50,50,70,50
78,75,10,5,50,50,0,0,50
65,85,0,0,55,75,0,40,50
60,10,40,15,50,50,50,50,0
50,50,50,50,50,50,50,50,50
0,0,100,100,0,0,100,100,25
70,70,50,55,60,70,50,50,45
40,35,70,70,50,30,60,70,60
0,30,70,60,0,0,85,50,0
85,85,30,15,70,85,15,15,60
60,60,0,0,85,85,0,0,0
30,15,75,70,40,30,50,NA,15
70,90,40,0,70,65,50,15,40
70,15,50,15,50,50,60,50,0
75,75,0,10,75,70,0,50,85
0,0,85,90,0,0,70,80,40
70,NA,60,NA,60,NA,15,NA,NA
0,0,100,100,0,0,100,100,0
10,15,70,75,40,50,50,50,40
40,NA,85,NA,30,NA,70,NA,NA
85,90,60,40,70,90,69,40,10
100,100,0,0,100,100,0,0,85
30,15,70,60,15,10,80,80,50
15,15,60,65,50,15,50,50,50
0,0,85,75,0,0,85,85,20
50,50,0,15,50,50,0,15,15
90,85,10,30,85,85,5,30,85
15,15,75,90,40,0,85,80,50
30,40,85,85,30,40,70,60,40
65,70,15,25,85,95,40,35,50
60,60,0,15,70,70,0,15,70
75,75,40,30,55,80,35,25,60
85,70,40,40,75,60,30,30,86
100,100,0,0,85,100,0,0,85
30,30,70,70,25,15,65,70,50
60,60,100,85,0,0,85,85,0
85,85,15,30,60,70,30,30,85
85,85,60,85,50,60,50,60,0
100,100,30,15,100,100,30,30,50
100,85,85,60,70,70,70,60,70
70,70,30,30,50,60,45,30,100
52,55,38,20,50,70,42,40,50
45,10,55,80,35,10,55,85,0
100,100,0,0,100,85,0,0,0
85,90,30,40,85,80,40,40,60
60,70,50,50,50,70,40,70,0
0,0,70,60,0,0,70,60,50
70,85,70,70,30,30,85,70,50
0,0,100,90,0,0,85,85,70
100,100,0,0,85,85,15,15,100
45,35,80,75,15,15,85,85,0
100,100,0,0,85,100,0,0,70
100,100,0,15,85,100,0,40,15
100,100,30,0,85,100,50,0,50
70,70,0,30,70,70,15,60,50
60,60,30,40,60,60,30,50,15
40,40,60,60,30,40,69,60,55
100,100,0,0,100,100,0,0,0
85,85,60,60,100,85,50,50,50
70,NA,60,NA,70,NA,70,NA,NA
40,60,60,40,60,70,30,70,50
0,0,85,100,0,0,70,50,0
0,0,100,100,0,0,100,100,50
90,85,60,35,40,40,30,15,85
30,40,80,70,0,0,85,85,50
95,99,0,0,85,90,15,0,50
95,100,40,30,90,100,30,30,50
15,30,88,90,15,40,93,95,50
75,85,15,15,70,70,20,15,50
100,100,40,50,90,100,0,50,50
55,48,60,48,65,55,55,45,50
15,15,100,85,0,15,85,85,0
70,NA,0,NA,NA,NA,15,NA,NA
100,100,0,0,100,100,0,0,0
100,100,0,17,100,38,0,58,86
10,NA,0,NA,0,NA,0,NA,NA
85,70,50,50,70,70,40,40,50
65,70,40,30,50,40,15,0,70
85,88,30,35,60,50,50,50,45
65,70,40,75,60,60,40,60,65
25,36,45,75,50,50,90,100,30
80,75,40,30,90,80,50,50,100
90,85,0,0,80,100,30,0,100
40,60,30,0,0,40,50,50,70
5,15,50,60,45,30,50,60,50
0,NA,100,NA,0,NA,100,NA,NA
85,85,15,0,70,75,15,15,100
0,0,85,85,0,0,100,100,50
100,100,50,50,50,60,85,60,0
0,0,50,50,0,30,0,50,0
70,70,30,50,60,60,15,50,50
65,60,60,55,70,60,12,5,50
60,60,30,30,30,30,0,15,40
40,40,70,75,30,30,60,85,15
100,100,0,0,100,100,0,0,100
0,40,85,85,0,40,70,70,50
85,90,15,30,70,90,0,5,50
15,30,70,70,15,15,60,60,60
60,15,30,30,0,0,0,0,0
70,75,30,40,70,55,18,40,30
0,30,70,70,0,0,60,50,50
60,NA,40,NA,70,NA,30,NA,NA
70,85,0,0,70,85,0,0,50
85,85,40,50,70,70,30,40,50
95,75,0,0,94,80,0,0,50
100,100,0,0,85,85,15,50,85
70,90,65,75,85,75,90,70,60
60,60,40,40,50,60,40,40,30
60,NA,85,NA,60,NA,70,NA,NA
72,70,40,50,70,70,50,50,60
100,100,15,30,100,100,0,0,50
100,99,60,59,100,90,40,50,70
50,0,0,0,0,0,0,0,60
100,100,0,0,100,100,0,0,50
40,60,15,30,30,40,0,40,50
0,0,40,0,15,0,50,10,0
100,100,30,40,85,70,30,40,70
100,100,40,0,50,50,0,0,85
85,85,0,0,100,100,0,0,100
85,85,30,60,70,60,60,40,60
40,70,65,70,70,70,65,50,50
85,79,15,15,60,70,0,40,70
70,85,0,0,70,80,0,0,100
85,85,40,30,100,85,15,30,50
30,30,60,50,50,50,50,50,50
0,0,100,100,0,0,100,100,0
60,75,60,51,60,60,75,65,40
0,50,90,80,0,10,100,80,50
85,70,40,30,60,50,50,40,60
90,95,15,10,80,90,5,0,60
0,0,40,50,0,0,40,80,0
15,15,85,85,15,15,85,85,50
100,100,0,0,70,85,0,0,85
70,85,15,15,70,70,15,30,70
70,70,0,15,70,70,0,50,50
57,60,20,34,60,65,17,35,0
0,NA,70,NA,0,NA,85,NA,NA
100,NA,0,NA,NA,NA,0,NA,NA
85,85,0,0,50,60,0,50,50
85,85,50,80,50,85,50,50,50
60,60,50,50,50,60,50,50,50
40,40,85,40,15,0,80,70,100
30,20,85,100,40,40,70,90,40
70,70,0,15,65,85,0,0,70
100,100,15,30,100,100,5,40,50
0,0,65,65,55,40,70,75,75
85,85,70,40,50,60,70,40,50
100,100,0,2,85,99,0,4,60
70,80,30,30,65,70,30,20,10
15,0,85,85,0,0,85,85,50
40,40,85,85,30,30,60,70,50
70,60,60,40,40,40,40,40,70
60,85,30,40,70,60,30,40,60
15,40,60,60,15,15,60,50,50
100,100,0,15,100,100,0,50,50
15,70,0,30,0,50,0,40,100
40,40,70,70,30,40,60,70,60
80,75,15,10,65,70,25,20,70
50,40,50,80,50,50,50,50,20
0,15,85,85,30,70,85,85,40
100,100,15,15,85,85,0,0,85
85,85,40,40,85,85,30,30,50
NA,60,NA,40,NA,50,NA,50,NA
100,100,15,50,100,100,50,40,70
100,100,30,30,85,85,40,50,85
40,65,60,65,40,45,65,70,55
100,100,70,60,60,60,NA,60,40
85,90,10,40,80,80,10,15,50
0,0,50,60,0,0,90,85,35
100,100,0,0,100,100,0,0,85
100,100,0,0,100,100,0,0,70
30,NA,50,NA,50,NA,50,NA,NA
0,0,40,50,40,15,15,50,50
40,40,60,60,30,40,70,100,50
85,85,60,50,70,85,50,60,70
100,100,0,10,85,90,0,5,65
5,30,100,100,0,30,100,100,0
85,75,30,10,70,75,40,50,50
70,60,15,15,50,50,15,50,50
85,70,30,30,75,85,15,30,80
0,0,70,85,0,0,0,50,40
95,100,0,15,85,85,0,0,85
60,50,0,40,50,50,15,50,50
85,85,15,15,85,85,15,15,50
0,0,90,95,0,0,100,95,50
10,0,70,85,10,0,60,85,50
30,30,60,60,15,15,80,80,15
30,70,85,85,30,50,100,100,50
15,50,30,50,30,50,40,50,30
50,30,60,15,15,0,0,0,15
90,90,0,30,85,85,0,50,50
100,100,15,0,100,100,15,0,75
0,0,70,50,0,0,85,50,50
85,100,25,15,80,85,10,10,85
0,0,100,100,0,0,100,100,50
60,30,70,50,40,40,15,15,30
15,15,60,60,15,15,50,50,50
85,100,40,15,20,85,40,0,0
50,70,50,50,70,70,NA,50,50
55,60,35,15,60,75,10,30,50
70,NA,40,NA,50,NA,40,NA,NA
100,100,50,50,50,50,50,50,50
85,60,40,30,85,70,60,60,40
0,0,100,100,0,0,100,100,50
5,15,95,85,40,50,80,70,0
100,NA,30,NA,85,NA,15,NA,NA
85,100,50,30,70,85,50,60,50
85,85,0,0,40,30,15,0,40
85,100,50,50,85,100,50,50,50
70,70,85,70,30,30,40,40,15
90,85,5,0,85,85,0,5,75
30,50,60,60,50,50,50,50,50
40,2,85,80,15,0,78,90,50
75,75,35,10,85,80,5,5,5
85,85,60,60,85,85,15,0,50
52,52,50,15,50,55,50,50,50
70,75,0,0,85,100,0,0,50
0,70,0,50,0,50,0,50,40
100,100,0,0,55,70,0,0,15
30,15,85,60,15,30,85,85,0
40,50,85,70,30,60,85,60,15
100,100,0,0,100,85,0,0,0
0,0,85,85,0,0,70,80,15
15,40,30,50,15,50,30,NA,70
30,15,85,85,40,60,60,70,70
0,0,100,85,0,0,100,50,0
70,60,55,50,70,65,40,40,50
100,99,0,0,85,82,0,0,85
80,NA,0,NA,60,NA,0,NA,NA
0,15,70,85,0,15,70,60,50
0,NA,90,NA,0,NA,90,NA,NA
0,0,60,50,0,0,70,50,50
0,0,0,50,0,15,0,50,15
90,90,15,15,60,85,0,5,75
60,40,62,60,35,40,45,60,40
0,0,85,70,50,40,85,85,30
45,50,40,45,50,45,50,50,40
70,60,30,40,60,70,15,50,70
30,50,100,70,15,30,85,60,15
100,100,15,30,100,85,60,30,85
85,95,25,30,85,75,45,60,50
70,70,0,0,85,70,0,0,70
45,15,75,70,60,40,70,70,0
90,90,30,45,60,75,40,60,70
70,70,0,15,60,60,0,0,70
40,15,85,85,30,0,85,100,40
100,100,0,0,100,85,0,0,100
100,100,50,50,100,100,50,50,50
100,NA,50,NA,50,NA,50,NA,NA
70,NA,40,NA,50,NA,50,NA,NA
100,90,0,15,90,95,0,0,80
70,85,0,0,60,85,0,15,50
85,85,0,15,70,85,40,15,70
15,20,80,75,15,30,90,50,40
85,85,0,0,70,85,0,0,70
100,100,15,40,85,100,40,70,70
70,70,30,40,50,50,50,50,40
90,90,30,30,70,75,15,60,70
85,85,30,40,85,70,15,30,85
0,0,100,100,0,40,100,100,50
85,70,0,15,85,85,0,0,60
100,100,0,0,100,100,0,15,50
100,100,15,0,100,100,0,50,50
100,100,0,0,100,100,0,0,50
30,30,70,70,15,15,85,70,50
100,85,70,60,70,70,40,40,50
80,75,44,40,49,60,29,15,95
70,65,15,15,50,60,15,20,50
100,100,0,0,100,100,0,0,0
50,NA,15,NA,50,NA,15,NA,NA
40,60,70,70,0,40,70,80,70
60,70,0,0,50,40,15,40,60
75,70,50,40,40,30,60,60,60
70,60,60,60,60,70,15,15,30
40,100,30,0,50,70,30,50,70
0,15,70,70,0,40,60,60,10
15,0,90,85,15,0,100,85,50
30,40,75,85,25,30,40,60,50
70,75,0,15,85,90,15,30,80
30,30,70,70,15,40,70,70,50
50,50,70,40,30,50,70,50,60
30,30,85,100,40,60,100,100,50
85,100,30,40,70,100,70,85,50
30,15,60,50,0,15,70,60,40
0,1,0,1,0,1,0,1,0
30,15,60,45,40,40,40,45,50
100,NA,40,NA,70,NA,50,NA,NA
100,100,50,15,50,0,50,0,100
40,40,50,60,50,50,50,50,15
30,30,70,70,50,50,60,60,40
85,80,30,40,60,60,30,50,50
15,15,85,85,15,15,70,85,40
50,40,70,70,40,15,70,75,15
70,100,50,50,50,85,50,50,50
100,100,60,50,85,100,85,85,85
85,85,30,40,70,60,50,40,85
40,60,30,30,60,90,50,40,80
100,100,40,40,85,100,0,40,60
100,100,15,15,85,85,0,50,50
90,85,20,30,90,80,30,50,100
10,15,100,100,0,0,60,90,0
55,40,75,65,55,50,65,55,50
70,NA,40,NA,70,NA,50,NA,NA
0,0,100,100,0,0,80,70,50
60,60,10,10,50,50,1,10,50
85,90,45,0,75,77,40,45,50
70,70,30,30,60,60,50,15,70
100,100,0,0,100,100,0,50,90
30,15,85,40,50,60,50,50,60
85,100,0,15,50,60,0,40,50
0,30,70,70,0,30,60,60,0
70,60,85,85,30,85,85,85,40
70,60,60,50,60,50,50,50,50
100,100,0,0,100,100,0,0,0
40,30,85,85,15,15,85,70,0
70,80,15,60,50,40,15,30,15
85,90,0,15,90,90,0,0,75
85,85,40,50,70,85,50,60,50
40,30,70,60,20,0,85,70,40
85,85,15,60,60,50,40,60,85
0,0,15,30,0,0,60,NA,50
40,60,70,60,50,50,70,70,50
100,80,0,0,70,75,50,30,0
70,70,15,15,50,60,15,40,50
0,0,60,100,0,0,95,100,0
40,40,70,70,0,0,60,50,100
60,60,30,40,70,70,30,40,30
100,95,0,0,100,90,0,0,50
30,40,70,60,0,15,70,60,60
85,NA,0,NA,50,NA,0,NA,NA
85,80,70,60,85,80,60,60,60
100,100,0,0,100,100,15,0,60
0,15,70,70,60,30,60,50,50
40,0,85,85,40,40,100,100,60
7,3,68,62,25,15,80,85,40
85,100,40,40,85,80,15,25,100
0,0,70,100,15,15,85,85,50
15,15,90,100,10,25,95,100,40
0,0,100,100,50,30,85,85,50
50,85,60,85,50,40,60,NA,100
0,0,100,100,0,0,100,100,60
90,99,65,52,85,85,50,49,52
35,30,70,70,50,40,70,70,50
32,45,90,90,20,40,85,85,85
50,40,30,50,20,40,60,60,40
85,70,15,20,70,60,0,0,50
60,70,20,30,50,50,10,10,20
70,75,40,39,50,50,50,50,85
100,100,0,0,100,95,0,15,100
30,30,70,70,15,40,70,70,50
